,Char 2 ID,Char 1 ID,id_cont,Title <br />(100 chars),Level <br />(choose),Start Page_cont,End Page_cont,Narrator <br />(choose),Protagonist <br />(choose),Embed. Type <br />(choose),id_rel,Type of Relationship <br />(choose),Character 1 <br />(choose),Character 2 <br />(choose),Is Reciprocal? <br />(choose),Narrative Container <br />(choose),Start Page_rel,End Page_rel,index
1348,51.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],325,Knows of,Marn Wolde,Billy Peace,0,The Daniels,149,149,1313.0
1348,51.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],325,Knows of,Marn Wolde,Billy Peace,0,The Daniels,150,150,1313.0
1349,84.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],325,Knows of,Marn Wolde,Marn Wolde's First Brother,0,The Daniels,149,149,550.0
1349,84.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],325,Knows of,Marn Wolde,Marn Wolde's First Brother,0,The Daniels,150,150,550.0
1350,51.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],326,Knows of,Marn Wolde,Billy Peace,0,The Daniels,149,149,1314.0
1350,51.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],326,Knows of,Marn Wolde,Billy Peace,0,The Daniels,150,150,1314.0
1351,85.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],326,Knows of,Marn Wolde,Marn Wolde's Second Brother,0,The Daniels,149,149,551.0
1351,85.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],326,Knows of,Marn Wolde,Marn Wolde's Second Brother,0,The Daniels,150,150,551.0
1352,51.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],327,Exchange,Marn Wolde,Billy Peace,0,The Daniels,149,149,552.0
1353,83.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],327,Exchange,Marn Wolde,"""[E]ight retired persons""",0,The Daniels,149,149,1315.0
1354,5.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],328,Knows,Marn Wolde,Marn Wolde,0,The Daniels,149,149,988.0
1354,5.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],328,Knows,Marn Wolde,Marn Wolde,0,The Daniels,150,150,988.0
1355,78.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],328,Knows,Marn Wolde,Judah Peace,0,The Daniels,149,149,225.0
1355,78.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],328,Knows,Marn Wolde,Judah Peace,0,The Daniels,150,150,225.0
1356,5.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],329,Knows,Marn Wolde,Marn Wolde,0,The Daniels,149,149,989.0
1356,5.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],329,Knows,Marn Wolde,Marn Wolde,0,The Daniels,150,150,989.0
1356,5.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],329,Knows,Marn Wolde,Marn Wolde,0,The Daniels,151,151,989.0
1357,79.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],329,Knows,Marn Wolde,Lilith Peace,0,The Daniels,149,149,226.0
1357,79.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],329,Knows,Marn Wolde,Lilith Peace,0,The Daniels,150,150,226.0
1357,79.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],329,Knows,Marn Wolde,Lilith Peace,0,The Daniels,151,151,226.0
1358,51.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],332,Knows,Marn Wolde,Billy Peace,0,The Daniels,149,149,553.0
1359,53.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],332,Knows,Marn Wolde,Marn Wolde's Father,0,The Daniels,149,149,1316.0
1360,51.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],333,Knows,Marn Wolde,Billy Peace,0,The Daniels,149,149,554.0
1361,52.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],333,Knows,Marn Wolde,Marn Wolde's Mother,0,The Daniels,149,149,1317.0
1362,51.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],334,Exchange,Marn Wolde,Billy Peace,0,The Daniels,150,150,555.0
1363,53.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],334,Exchange,Marn Wolde,Marn Wolde's Father,0,The Daniels,150,150,1318.0
1364,51.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],335,Exchange,Marn Wolde,Billy Peace,0,The Daniels,150,150,1319.0
1365,52.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],335,Exchange,Marn Wolde,Marn Wolde's Mother,0,The Daniels,150,150,556.0
1366,53.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],336,Knows,Marn Wolde,Marn Wolde's Father,0,The Daniels,150,150,1367.0
1367,78.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],336,Knows,Marn Wolde,Judah Peace,0,The Daniels,150,150,604.0
1368,53.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],337,Knows,Marn Wolde,Marn Wolde's Father,0,The Daniels,150,150,605.0
1369,79.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],337,Knows,Marn Wolde,Lilith Peace,0,The Daniels,150,150,1368.0
1370,52.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],338,Knows,Marn Wolde,Marn Wolde's Mother,0,The Daniels,150,150,592.0
1371,78.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],338,Knows,Marn Wolde,Judah Peace,0,The Daniels,150,150,1355.0
1372,52.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],339,Knows,Marn Wolde,Marn Wolde's Mother,0,The Daniels,150,150,593.0
1373,79.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],339,Knows,Marn Wolde,Lilith Peace,0,The Daniels,150,150,1356.0
1374,5.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],340,Knows,Marn Wolde,Marn Wolde,0,The Daniels,150,150,227.0
1374,5.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],340,Knows,Marn Wolde,Marn Wolde,0,The Daniels,151,151,227.0
1375,8.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],340,Knows,Marn Wolde,Warren Wolde,0,The Daniels,150,150,990.0
1375,8.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],340,Knows,Marn Wolde,Warren Wolde,0,The Daniels,151,151,990.0
1376,51.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],341,Knows,Marn Wolde,Billy Peace,0,The Daniels,150,150,1320.0
1376,51.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],341,Knows,Marn Wolde,Billy Peace,0,The Daniels,151,151,1320.0
1377,8.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],341,Knows,Marn Wolde,Warren Wolde,0,The Daniels,150,150,557.0
1377,8.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],341,Knows,Marn Wolde,Warren Wolde,0,The Daniels,151,151,557.0
1378,53.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],342,Knows,Marn Wolde,Marn Wolde's Father,0,The Daniels,150,150,1369.0
1379,84.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],342,Knows,Marn Wolde,Marn Wolde's First Brother,0,The Daniels,150,150,606.0
1380,53.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],343,Knows,Marn Wolde,Marn Wolde's Father,0,The Daniels,150,150,607.0
1381,85.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],343,Knows,Marn Wolde,Marn Wolde's Second Brother,0,The Daniels,150,150,1370.0
1382,53.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],344,Knows,Marn Wolde,Marn Wolde's Father,0,The Daniels,150,150,608.0
1382,53.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],344,Knows,Marn Wolde,Marn Wolde's Father,0,The Daniels,151,151,608.0
1383,8.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],344,Knows,Marn Wolde,Warren Wolde,0,The Daniels,150,150,1371.0
1383,8.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],344,Knows,Marn Wolde,Warren Wolde,0,The Daniels,151,151,1371.0
1384,52.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],345,Knows,Marn Wolde,Marn Wolde's Mother,0,The Daniels,150,150,1357.0
1384,52.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],345,Knows,Marn Wolde,Marn Wolde's Mother,0,The Daniels,151,151,1357.0
1385,8.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],345,Knows,Marn Wolde,Warren Wolde,0,The Daniels,150,150,594.0
1385,8.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],345,Knows,Marn Wolde,Warren Wolde,0,The Daniels,151,151,594.0
1386,51.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],346,Knows,Marn Wolde,Billy Peace,0,The Daniels,151,151,558.0
1386,51.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],346,Knows,Marn Wolde,Billy Peace,0,The Daniels,152,152,558.0
1386,51.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],346,Knows,Marn Wolde,Billy Peace,0,The Daniels,153,153,558.0
1387,53.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],346,Knows,Marn Wolde,Marn Wolde's Father,0,The Daniels,151,151,1321.0
1387,53.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],346,Knows,Marn Wolde,Marn Wolde's Father,0,The Daniels,152,152,1321.0
1387,53.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],346,Knows,Marn Wolde,Marn Wolde's Father,0,The Daniels,153,153,1321.0
1388,51.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],347,Knows,Marn Wolde,Billy Peace,0,The Daniels,151,151,1322.0
1389,52.0,5.0,20,The Daniels,level 2 (sub-section),147,157,Marn Wolde,[NULL],[NULL],347,Knows,Marn Wolde,Marn Wolde's Mother,0,The Daniels,151,151,559.0
1390,3.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,348,Knows,Evelina Harp,Evelina Harp,0,Mustache Maude,19,19,70.0
1391,34.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,348,Knows,Evelina Harp,Junesse Malaterre,0,Mustache Maude,19,19,833.0
1392,15.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,349,Knows,Evelina Harp,Seraph Milk (Mooshum),0,Mustache Maude,19,19,1095.0
1393,16.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,349,Knows,Evelina Harp,Clemence Harp,0,Mustache Maude,19,19,332.0
1394,34.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,350,Knows,Evelina Harp,Junesse Malaterre,0,Mustache Maude,19,19,506.0
1395,16.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,350,Knows,Evelina Harp,Clemence Harp,0,Mustache Maude,19,19,1269.0
1396,3.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,351,Knows,Evelina Harp,Evelina Harp,0,Mustache Maude,19,19,71.0
1397,16.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,351,Knows,Evelina Harp,Clemence Harp,0,Mustache Maude,19,19,834.0
1398,15.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,352,Knows,Evelina Harp,Seraph Milk (Mooshum),0,Mustache Maude,19,19,1096.0
1399,19.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,352,Knows,Evelina Harp,Geraldine Milk,0,Mustache Maude,19,19,333.0
1400,34.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,353,Knows,Evelina Harp,Junesse Malaterre,0,Mustache Maude,19,19,507.0
1401,19.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,353,Knows,Evelina Harp,Geraldine Milk,0,Mustache Maude,19,19,1270.0
1402,3.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,354,Knows,Evelina Harp,Evelina Harp,0,Mustache Maude,19,19,835.0
1403,19.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,354,Knows,Evelina Harp,Geraldine Milk,0,Mustache Maude,19,19,72.0
1404,15.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,355,Knows,Evelina Harp,Seraph Milk (Mooshum),0,Mustache Maude,19,19,1097.0
1405,20.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,355,Knows,Evelina Harp,Uncle Whitey,0,Mustache Maude,19,19,334.0
1406,34.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,356,Knows,Evelina Harp,Junesse Malaterre,0,Mustache Maude,19,19,1271.0
1407,20.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,356,Knows,Evelina Harp,Uncle Whitey,0,Mustache Maude,19,19,508.0
1408,3.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,357,Knows,Evelina Harp,Evelina Harp,0,Mustache Maude,19,19,73.0
1409,20.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,357,Knows,Evelina Harp,Uncle Whitey,0,Mustache Maude,19,19,836.0
1410,15.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,358,Knows,Evelina Harp,Seraph Milk (Mooshum),0,Mustache Maude,19,19,1098.0
1411,86.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,358,Knows,Evelina Harp,Seraph and Junesse's other children,0,Mustache Maude,19,19,335.0
1412,34.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,359,Knows,Evelina Harp,Junesse Malaterre,0,Mustache Maude,19,19,1272.0
1413,86.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,359,Knows,Evelina Harp,Seraph and Junesse's other children,0,Mustache Maude,19,19,509.0
1414,3.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,360,Knows of,Evelina Harp,Evelina Harp,0,Mustache Maude,19,19,837.0
1415,86.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,360,Knows of,Evelina Harp,Seraph and Junesse's other children,0,Mustache Maude,19,19,74.0
1416,16.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,361,Knows,Evelina Harp,Clemence Harp,0,Mustache Maude,19,19,390.0
1417,18.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,361,Knows,Evelina Harp,Edward Harp,0,Mustache Maude,19,19,1153.0
1418,3.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,362,Knows,Evelina Harp,Evelina Harp,0,Mustache Maude,19,19,838.0
1419,18.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,362,Knows,Evelina Harp,Edward Harp,0,Mustache Maude,19,19,75.0
1420,3.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,363,Knows,Evelina Harp,Evelina Harp,0,Mustache Maude,19,19,76.0
1421,17.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,363,Knows,Evelina Harp,Joseph Harp,0,Mustache Maude,19,19,839.0
1422,16.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,364,Knows,Evelina Harp,Clemence Harp,0,Mustache Maude,19,19,391.0
1423,17.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,364,Knows,Evelina Harp,Joseph Harp,0,Mustache Maude,19,19,1154.0
1424,18.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,365,Knows,Evelina Harp,Edward Harp,0,Mustache Maude,19,19,455.0
1425,17.0,3.0,33,Mustache Maude,level 3 (sub-sub-section),15,19,Evelina Harp,[NULL],Oral Story,365,Knows,Evelina Harp,Joseph Harp,0,Mustache Maude,19,19,1218.0
1426,3.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],366,Knows of,Evelina Harp,Evelina Harp,0,Story,19,19,840.0
1427,43.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],366,Knows of,Evelina Harp,Ott Black,0,Story,19,19,77.0
1428,3.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],367,Knows of,Evelina Harp,Evelina Harp,0,Story,19,19,841.0
1429,42.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],367,Knows of,Evelina Harp,"""Mustache"" Maude Black",0,Story,19,19,78.0
1430,42.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],368,Knows,Evelina Harp,"""Mustache"" Maude Black",0,Story,19,19,1285.0
1431,43.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],368,Knows,Evelina Harp,Ott Black,0,Story,19,19,522.0
1432,15.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],369,Knows,Evelina Harp,Seraph Milk (Mooshum),0,Story,19,19,1099.0
1433,42.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],369,Knows,Evelina Harp,"""Mustache"" Maude Black",0,Story,19,19,336.0
1434,3.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],370,Knows,Evelina Harp,Evelina Harp,0,Story,19,19,842.0
1435,15.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],370,Knows,Evelina Harp,Seraph Milk (Mooshum),0,Story,19,19,79.0
1436,42.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],371,Knows,Evelina Harp,"""Mustache"" Maude Black",0,Story,19,19,1286.0
1437,87.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],371,Knows,Evelina Harp,Chief Gall,0,Story,19,19,523.0
1438,15.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],372,Knows of,Evelina Harp,Seraph Milk (Mooshum),0,Story,19,19,1100.0
1439,87.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],372,Knows of,Evelina Harp,Chief Gall,0,Story,19,19,337.0
1440,3.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],373,Knows of,Evelina Harp,Evelina Harp,0,Story,19,19,80.0
1441,87.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],373,Knows of,Evelina Harp,Chief Gall,0,Story,19,19,843.0
1442,43.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],374,Exchange,Evelina Harp,Ott Black,0,Story,19,19,526.0
1443,73.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],374,Exchange,Evelina Harp,Man (that Ott shot in the leg),0,Story,19,19,1289.0
1444,3.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],375,Knows of,Evelina Harp,Evelina Harp,0,Story,19,19,81.0
1445,73.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],375,Knows of,Evelina Harp,Man (that Ott shot in the leg),0,Story,19,19,844.0
1446,88.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],376,Knows,Evelina Harp,Carpenter (Joseph),0,Story,19,19,1475.0
1447,89.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],376,Knows,Evelina Harp,Carpenter's Wife,0,Story,19,19,712.0
1448,88.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],377,Knows of,Evelina Harp,Carpenter (Joseph),0,Story,19,19,713.0
1449,90.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],377,Knows of,Evelina Harp,Carpenter's Wife's Son,0,Story,19,19,1476.0
1450,89.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],378,Knows,Evelina Harp,Carpenter's Wife,0,Story,19,19,714.0
1451,90.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],378,Knows,Evelina Harp,Carpenter's Wife's Son,0,Story,19,19,1477.0
1452,3.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],379,Knows of,Evelina Harp,Evelina Harp,0,Story,19,19,845.0
1453,88.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],379,Knows of,Evelina Harp,Carpenter (Joseph),0,Story,19,19,82.0
1454,3.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],380,Knows of,Evelina Harp,Evelina Harp,0,Story,19,19,83.0
1455,89.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],380,Knows of,Evelina Harp,Carpenter's Wife,0,Story,19,19,846.0
1456,3.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],381,Knows of,Evelina Harp,Evelina Harp,0,Story,19,19,847.0
1457,90.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],381,Knows of,Evelina Harp,Carpenter's Wife's Son,0,Story,19,19,84.0
1458,3.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],382,Knows,Evelina Harp,Evelina Harp,0,Story,19,19,848.0
1459,18.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],382,Knows,Evelina Harp,Edward Harp,0,Story,19,19,85.0
1460,3.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],383,Knows,Evelina Harp,Evelina Harp,0,Story,19,19,849.0
1461,17.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],383,Knows,Evelina Harp,Joseph Harp,0,Story,19,19,86.0
1462,3.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],384,Knows,Evelina Harp,Evelina Harp,0,Story,19,19,850.0
1463,16.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],384,Knows,Evelina Harp,Clemence Harp,0,Story,19,19,87.0
1464,15.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],385,Knows,Evelina Harp,Seraph Milk (Mooshum),0,Story,19,19,1101.0
1465,16.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],385,Knows,Evelina Harp,Clemence Harp,0,Story,19,19,338.0
1466,15.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],386,Knows,Evelina Harp,Seraph Milk (Mooshum),0,Story,19,19,1102.0
1467,18.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],386,Knows,Evelina Harp,Edward Harp,0,Story,19,19,339.0
1468,15.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],387,Knows,Evelina Harp,Seraph Milk (Mooshum),0,Story,19,19,1103.0
1469,17.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],387,Knows,Evelina Harp,Joseph Harp,0,Story,19,19,340.0
1470,16.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],388,Knows,Evelina Harp,Clemence Harp,0,Story,19,19,1155.0
1471,18.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],388,Knows,Evelina Harp,Edward Harp,0,Story,19,19,392.0
1472,16.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],389,Knows,Evelina Harp,Clemence Harp,0,Story,19,19,1156.0
1473,17.0,3.0,34,Story,level 3 (sub-sub-section),19,20,Evelina Harp,[NULL],[NULL],389,Knows,Evelina Harp,Joseph Harp,0,Story,19,19,393.0
