source,target,Char 1 Name,Char 2 Name,startPage,type,weight
115,89,Louisa (younger Stop/Go sister),Dr. Beet,27,Undirected,1
89,250,Dr. Beet,Stop/Go's mother,27,Undirected,1
66,114,Sasha,Chandra (oldest Stop/Go sister),27,Undirected,1
67,79,Bennie Salazar,Stop/Go's manager (their father),27,Undirected,1
77,89,Stop/Go sisters,Dr. Beet,27,Undirected,1
110,89,"""series of executives""",Dr. Beet,27,Undirected,1
79,114,Stop/Go's manager (their father),Chandra (oldest Stop/Go sister),27,Undirected,1
81,114,Christopher Salazar,Chandra (oldest Stop/Go sister),27,Undirected,1
66,77,Sasha,Stop/Go sisters,27,Undirected,1
109,115,Pearl Jam,Louisa (younger Stop/Go sister),27,Undirected,1
77,110,Stop/Go sisters,"""series of executives""",27,Undirected,1
115,250,Louisa (younger Stop/Go sister),Stop/Go's mother,27,Undirected,1
67,109,Bennie Salazar,Pearl Jam,27,Undirected,1
66,89,Sasha,Dr. Beet,27,Undirected,1
67,115,Bennie Salazar,Louisa (younger Stop/Go sister),27,Undirected,1
79,89,Stop/Go's manager (their father),Dr. Beet,27,Undirected,1
81,89,Christopher Salazar,Dr. Beet,27,Undirected,1
77,250,Stop/Go sisters,Stop/Go's mother,27,Undirected,1
110,250,"""series of executives""",Stop/Go's mother,27,Undirected,1
114,89,Chandra (oldest Stop/Go sister),Dr. Beet,27,Undirected,1
77,79,Stop/Go sisters,Stop/Go's manager (their father),27,Undirected,1
